repository,file_path,language,extension,loc,size_bytes,change_count,history_present
fastapi,docs_src/request_files/tutorial001_02_py310.py,Python,.py,19,489,0,False
fastapi,docs_src/request_files/tutorial001_03_an_py310.py,Python,.py,17,438,0,False
fastapi,docs_src/request_files/tutorial001_03_py310.py,Python,.py,15,386,0,False
fastapi,docs_src/request_files/tutorial001_an_py310.py,Python,.py,15,337,0,False
fastapi,docs_src/request_files/tutorial001_py310.py,Python,.py,13,295,0,False
fastapi,docs_src/request_files/tutorial002_an_py310.py,Python,.py,33,859,0,False
fastapi,docs_src/request_files/tutorial002_py310.py,Python,.py,31,817,0,False
fastapi,docs_src/request_files/tutorial003_an_py310.py,Python,.py,39,991,0,False
fastapi,docs_src/request_files/tutorial003_py310.py,Python,.py,35,923,0,False
fastapi,docs_src/request_files/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/request_forms/tutorial001_an_py310.py,Python,.py,10,233,0,False
fastapi,docs_src/request_forms/tutorial001_py310.py,Python,.py,8,181,0,False
fastapi,docs_src/request_forms/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/request_forms_and_files/tutorial001_an_py310.py,Python,.py,18,404,0,False
fastapi,docs_src/request_forms_and_files/tutorial001_py310.py,Python,.py,14,331,0,False
fastapi,docs_src/request_forms_and_files/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/request_form_models/tutorial001_an_py310.py,Python,.py,16,284,0,False
fastapi,docs_src/request_form_models/tutorial001_py310.py,Python,.py,14,242,0,False
fastapi,docs_src/request_form_models/tutorial002_an_py310.py,Python,.py,17,324,0,False
fastapi,docs_src/request_form_models/tutorial002_py310.py,Python,.py,15,282,0,False
fastapi,docs_src/request_form_models/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/response_change_status_code/tutorial001_py310.py,Python,.py,13,404,0,False
fastapi,docs_src/response_change_status_code/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/response_cookies/tutorial001_py310.py,Python,.py,12,356,0,False
fastapi,docs_src/response_cookies/tutorial002_py310.py,Python,.py,9,281,0,False
fastapi,docs_src/response_cookies/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/response_directly/tutorial001_py310.py,Python,.py,21,495,0,False
fastapi,docs_src/response_directly/tutorial002_py310.py,Python,.py,18,372,0,False
fastapi,docs_src/response_directly/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/response_headers/tutorial001_py310.py,Python,.py,11,320,0,False
fastapi,docs_src/response_headers/tutorial002_py310.py,Python,.py,9,231,0,False
fastapi,docs_src/response_headers/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/response_model/tutorial001_01_py310.py,Python,.py,25,494,0,False
fastapi,docs_src/response_model/tutorial001_py310.py,Python,.py,27,564,0,False
fastapi,docs_src/response_model/tutorial002_py310.py,Python,.py,17,335,0,False
fastapi,docs_src/response_model/tutorial003_01_py310.py,Python,.py,19,336,0,False
fastapi,docs_src/response_model/tutorial003_02_py310.py,Python,.py,11,392,0,False
fastapi,docs_src/response_model/tutorial003_03_py310.py,Python,.py,9,250,0,False
fastapi,docs_src/response_model/tutorial003_04_py310.py,Python,.py,11,363,0,False
fastapi,docs_src/response_model/tutorial003_05_py310.py,Python,.py,11,384,0,False
fastapi,docs_src/response_model/tutorial003_py310.py,Python,.py,24,455,0,False
fastapi,docs_src/response_model/tutorial004_py310.py,Python,.py,24,619,0,False
fastapi,docs_src/response_model/tutorial005_py310.py,Python,.py,37,853,0,False
fastapi,docs_src/response_model/tutorial006_py310.py,Python,.py,37,853,0,False
fastapi,docs_src/response_model/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/response_status_code/tutorial001_py310.py,Python,.py,8,153,0,False
fastapi,docs_src/response_status_code/tutorial002_py310.py,Python,.py,8,181,0,False
fastapi,docs_src/response_status_code/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/schema_extra_example/tutorial001_py310.py,Python,.py,30,676,0,False
fastapi,docs_src/schema_extra_example/tutorial002_py310.py,Python,.py,17,496,0,False
fastapi,docs_src/schema_extra_example/tutorial003_an_py310.py,Python,.py,34,707,0,False
fastapi,docs_src/schema_extra_example/tutorial003_py310.py,Python,.py,29,603,0,False
fastapi,docs_src/schema_extra_example/tutorial004_an_py310.py,Python,.py,43,960,0,False
fastapi,docs_src/schema_extra_example/tutorial004_py310.py,Python,.py,38,824,0,False
fastapi,docs_src/schema_extra_example/tutorial005_an_py310.py,Python,.py,54,1577,0,False
fastapi,docs_src/schema_extra_example/tutorial005_py310.py,Python,.py,49,1397,0,False
fastapi,docs_src/schema_extra_example/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/security/tutorial001_an_py310.py,Python,.py,13,322,0,False
fastapi,docs_src/security/tutorial001_py310.py,Python,.py,11,280,0,False
fastapi,docs_src/security/tutorial002_an_py310.py,Python,.py,32,793,0,False
fastapi,docs_src/security/tutorial002_py310.py,Python,.py,30,741,0,False
fastapi,docs_src/security/tutorial003_an_py310.py,Python,.py,94,2611,0,False
fastapi,docs_src/security/tutorial003_py310.py,Python,.py,88,2521,0,False
fastapi,docs_src/security/tutorial004_an_py310.py,Python,.py,150,4450,0,False
fastapi,docs_src/security/tutorial004_py310.py,Python,.py,143,4343,0,False
fastapi,docs_src/security/tutorial005_an_py310.py,Python,.py,182,5691,0,False
fastapi,docs_src/security/tutorial005_py310.py,Python,.py,179,5597,0,False
fastapi,docs_src/security/tutorial006_an_py310.py,Python,.py,13,374,0,False
fastapi,docs_src/security/tutorial006_py310.py,Python,.py,11,332,0,False
fastapi,docs_src/security/tutorial007_an_py310.py,Python,.py,36,1208,0,False
fastapi,docs_src/security/tutorial007_py310.py,Python,.py,33,1149,0,False
fastapi,docs_src/security/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/separate_openapi_schemas/tutorial001_py310.py,Python,.py,26,477,0,False
fastapi,docs_src/separate_openapi_schemas/tutorial002_py310.py,Python,.py,26,512,0,False
fastapi,docs_src/separate_openapi_schemas/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/server_sent_events/tutorial001_py310.py,Python,.py,43,1155,0,False
fastapi,docs_src/server_sent_events/tutorial002_py310.py,Python,.py,26,712,0,False
fastapi,docs_src/server_sent_events/tutorial003_py310.py,Python,.py,17,535,0,False
fastapi,docs_src/server_sent_events/tutorial004_py310.py,Python,.py,31,826,0,False
fastapi,docs_src/server_sent_events/tutorial005_py310.py,Python,.py,19,547,0,False
fastapi,docs_src/server_sent_events/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/settings/tutorial001_py310.py,Python,.py,21,440,0,False
fastapi,docs_src/settings/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/sql_databases/tutorial001_an_py310.py,Python,.py,73,1841,0,False
fastapi,docs_src/sql_databases/tutorial001_py310.py,Python,.py,69,1829,0,False
fastapi,docs_src/sql_databases/tutorial002_an_py310.py,Python,.py,103,2670,0,False
fastapi,docs_src/sql_databases/tutorial002_py310.py,Python,.py,102,2688,0,False
fastapi,docs_src/sql_databases/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/static_files/tutorial001_py310.py,Python,.py,6,165,0,False
fastapi,docs_src/static_files/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/stream_data/tutorial001_py310.py,Python,.py,65,2308,0,False
fastapi,docs_src/stream_data/tutorial002_py310.py,Python,.py,54,5771,0,False
fastapi,docs_src/stream_data/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/stream_json_lines/tutorial001_py310.py,Python,.py,42,978,0,False
fastapi,docs_src/stream_json_lines/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/strict_content_type/tutorial001_py310.py,Python,.py,14,245,0,False
fastapi,docs_src/strict_content_type/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/sub_applications/tutorial001_py310.py,Python,.py,19,293,0,False
fastapi,docs_src/sub_applications/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/templates/tutorial001_py310.py,Python,.py,18,539,0,False
fastapi,docs_src/templates/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/using_request_directly/tutorial001_py310.py,Python,.py,9,239,0,False
fastapi,docs_src/using_request_directly/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/websockets_/tutorial001_py310.py,Python,.py,51,1483,0,False
fastapi,docs_src/websockets_/tutorial002_an_py310.py,Python,.py,92,2947,0,False
fastapi,docs_src/websockets_/tutorial002_py310.py,Python,.py,89,2887,0,False
fastapi,docs_src/websockets_/tutorial003_py310.py,Python,.py,81,2630,0,False
fastapi,docs_src/websockets_/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/wsgi/tutorial001_py310.py,Python,.py,23,449,0,False
fastapi,docs_src/wsgi/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/templates/static/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/templates/templates/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/settings/app01_py310/config.py,Python,.py,10,193,0,False
fastapi,docs_src/settings/app01_py310/main.py,Python,.py,14,281,0,False
fastapi,docs_src/settings/app01_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/settings/app02_an_py310/config.py,Python,.py,7,166,0,False
fastapi,docs_src/settings/app02_an_py310/main.py,Python,.py,22,467,0,False
fastapi,docs_src/settings/app02_an_py310/test_main.py,Python,.py,23,538,0,False
fastapi,docs_src/settings/app02_an_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/settings/app02_py310/config.py,Python,.py,7,166,0,False
fastapi,docs_src/settings/app02_py310/main.py,Python,.py,21,427,0,False
fastapi,docs_src/settings/app02_py310/test_main.py,Python,.py,23,538,0,False
fastapi,docs_src/settings/app02_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/settings/app03_an_py310/config.py,Python,.py,9,244,0,False
fastapi,docs_src/settings/app03_an_py310/main.py,Python,.py,22,473,0,False
fastapi,docs_src/settings/app03_an_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/settings/app03_py310/config.py,Python,.py,9,244,0,False
fastapi,docs_src/settings/app03_py310/main.py,Python,.py,21,433,0,False
fastapi,docs_src/settings/app03_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/dependencies.py,Python,.py,13,422,0,False
fastapi,docs_src/bigger_applications/app_an_py310/main.py,Python,.py,23,575,0,False
fastapi,docs_src/bigger_applications/app_an_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/internal/admin.py,Python,.py,8,155,0,False
fastapi,docs_src/bigger_applications/app_an_py310/internal/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/routers/items.py,Python,.py,38,1049,0,False
fastapi,docs_src/bigger_applications/app_an_py310/routers/users.py,Python,.py,18,425,0,False
fastapi,docs_src/bigger_applications/app_an_py310/routers/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/async_tests/app_a_py310/main.py,Python,.py,8,120,0,False
fastapi,docs_src/async_tests/app_a_py310/test_main.py,Python,.py,14,374,0,False
fastapi,docs_src/async_tests/app_a_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/app_testing/app_a_py310/main.py,Python,.py,8,126,0,False
fastapi,docs_src/app_testing/app_a_py310/test_main.py,Python,.py,11,249,0,False
fastapi,docs_src/app_testing/app_a_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/app_testing/app_b_an_py310/main.py,Python,.py,38,1201,0,False
fastapi,docs_src/app_testing/app_b_an_py310/test_main.py,Python,.py,65,1931,0,False
fastapi,docs_src/app_testing/app_b_an_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs_src/app_testing/app_b_py310/main.py,Python,.py,36,1149,0,False
fastapi,docs_src/app_testing/app_b_py310/test_main.py,Python,.py,65,1931,0,False
fastapi,docs_src/app_testing/app_b_py310/__init__.py,Python,.py,0,0,0,False
fastapi,docs/en/docs/js/custom.js,JavaScript,.js,250,9534,0,False
fastapi,docs/en/docs/js/init_kapa_widget.js,JavaScript,.js,29,2362,0,False
fastapi,docs/en/docs/js/termynal.js,JavaScript,.js,266,9766,1,True
scikit-learn,.spin/cmds.py,Python,.py,29,822,0,False
scikit-learn,benchmarks/bench_20newsgroups.py,Python,.py,94,3215,0,False
scikit-learn,benchmarks/bench_covertype.py,Python,.py,234,7519,0,False
scikit-learn,benchmarks/bench_feature_expansions.py,Python,.py,58,1878,0,False
scikit-learn,benchmarks/bench_glm.py,Python,.py,57,1536,0,False
scikit-learn,benchmarks/bench_glmnet.py,Python,.py,140,4108,0,False
scikit-learn,benchmarks/bench_hist_gradient_boosting.py,Python,.py,292,9808,0,False
scikit-learn,benchmarks/bench_hist_gradient_boosting_adult.py,Python,.py,100,3607,0,False
scikit-learn,benchmarks/bench_hist_gradient_boosting_categorical_only.py,Python,.py,79,2701,0,False
scikit-learn,benchmarks/bench_hist_gradient_boosting_higgsboson.py,Python,.py,127,4373,0,False
scikit-learn,benchmarks/bench_hist_gradient_boosting_threading.py,Python,.py,347,11378,0,False
scikit-learn,benchmarks/bench_isolation_forest.py,Python,.py,164,5660,0,False
scikit-learn,benchmarks/bench_isolation_forest_predict.py,Python,.py,213,6887,0,False
scikit-learn,benchmarks/bench_isotonic.py,Python,.py,111,3373,0,False
scikit-learn,benchmarks/bench_kernel_pca_solvers_time_vs_n_components.py,Python,.py,177,5593,0,False
scikit-learn,benchmarks/bench_kernel_pca_solvers_time_vs_n_samples.py,Python,.py,184,5949,0,False
scikit-learn,benchmarks/bench_lasso.py,Python,.py,99,3197,0,False
scikit-learn,benchmarks/bench_lof.py,Python,.py,113,3639,0,False
scikit-learn,benchmarks/bench_mnist.py,Python,.py,229,7160,0,False
scikit-learn,benchmarks/bench_online_ocsvm.py,Python,.py,294,9713,0,False
scikit-learn,benchmarks/bench_pca_solvers.py,Python,.py,165,5979,0,False
scikit-learn,benchmarks/bench_plot_fastkmeans.py,Python,.py,141,4569,0,False
scikit-learn,benchmarks/bench_plot_hierarchical.py,Python,.py,77,2632,0,False
scikit-learn,benchmarks/bench_plot_incremental_pca.py,Python,.py,159,5720,0,False
scikit-learn,benchmarks/bench_plot_lasso_path.py,Python,.py,113,4031,0,False
scikit-learn,benchmarks/bench_plot_neighbors.py,Python,.py,191,5911,0,False
scikit-learn,benchmarks/bench_plot_nmf.py,Python,.py,472,15867,0,False
scikit-learn,benchmarks/bench_plot_omp_lars.py,Python,.py,120,4536,0,False
scikit-learn,benchmarks/bench_plot_parallel_pairwise.py,Python,.py,48,1291,0,False
scikit-learn,benchmarks/bench_plot_polynomial_kernel_approximation.py,Python,.py,176,6204,0,False
scikit-learn,benchmarks/bench_plot_randomized_svd.py,Python,.py,529,18652,0,False
scikit-learn,benchmarks/bench_plot_svd.py,Python,.py,80,2839,0,False
scikit-learn,benchmarks/bench_plot_ward.py,Python,.py,48,1318,0,False
scikit-learn,benchmarks/bench_random_projections.py,Python,.py,304,8870,0,False
scikit-learn,benchmarks/bench_rcv1_logreg_convergence.py,Python,.py,311,8056,0,False
scikit-learn,benchmarks/bench_saga.py,Python,.py,390,11637,0,False
scikit-learn,benchmarks/bench_sample_without_replacement.py,Python,.py,233,7664,0,False
scikit-learn,benchmarks/bench_sgd_regression.py,Python,.py,151,5485,0,False
scikit-learn,benchmarks/bench_sparsify.py,Python,.py,107,3464,0,False
scikit-learn,benchmarks/bench_text_vectorizers.py,Python,.py,74,1994,0,False
scikit-learn,benchmarks/bench_tree.py,Python,.py,123,3747,0,False
scikit-learn,benchmarks/bench_tsne_mnist.py,Python,.py,208,6624,0,False
scikit-learn,benchmarks/plot_tsne_mnist.py,Python,.py,33,890,0,False
scikit-learn,build_tools/check-meson-openmp-dependencies.py,Python,.py,172,5632,0,False
scikit-learn,build_tools/generate_authors_table.py,Python,.py,253,8369,0,False
scikit-learn,build_tools/get_comment.py,Python,.py,374,12413,5,True
scikit-learn,build_tools/update_environments_and_lock_files.py,Python,.py,872,29051,11,True
scikit-learn,doc/api_reference.py,Python,.py,1375,50728,3,True
scikit-learn,doc/conf.py,Python,.py,1095,40266,5,True
scikit-learn,doc/conftest.py,Python,.py,179,5820,0,False
scikit-learn,maint_tools/bump-dependencies-versions.py,Python,.py,189,5981,2,True
scikit-learn,maint_tools/check_xfailed_checks.py,Python,.py,37,1635,0,False
scikit-learn,maint_tools/sort_whats_new.py,Python,.py,43,1224,0,False
scikit-learn,maint_tools/update_tracking_issue.py,Python,.py,189,6394,1,True
scikit-learn,sklearn/base.py,Python,.py,1407,50613,4,True
scikit-learn,sklearn/calibration.py,Python,.py,1751,64462,4,True
scikit-learn,sklearn/conftest.py,Python,.py,521,19071,2,True
scikit-learn,sklearn/discriminant_analysis.py,Python,.py,1228,46471,3,True
scikit-learn,sklearn/dummy.py,Python,.py,700,25090,0,False
scikit-learn,sklearn/exceptions.py,Python,.py,249,7952,0,False
scikit-learn,sklearn/isotonic.py,Python,.py,515,17902,0,False
scikit-learn,sklearn/kernel_approximation.py,Python,.py,1137,41941,1,True
scikit-learn,sklearn/kernel_ridge.py,Python,.py,244,9507,0,False
scikit-learn,sklearn/multiclass.py,Python,.py,1289,45800,0,False
scikit-learn,sklearn/multioutput.py,Python,.py,1272,44819,2,True
scikit-learn,sklearn/naive_bayes.py,Python,.py,1571,58805,2,True
scikit-learn,sklearn/pipeline.py,Python,.py,2290,91058,5,True
scikit-learn,sklearn/random_projection.py,Python,.py,827,29412,0,False
scikit-learn,sklearn/_config.py,Python,.py,435,16534,1,True
scikit-learn,sklearn/_distributor_init.py,Python,.py,13,437,0,False
scikit-learn,sklearn/_isotonic.pyx,Cython,.pyx,116,3849,0,False
scikit-learn,sklearn/_min_dependencies.py,Python,.py,74,2985,9,True
scikit-learn,sklearn/__init__.py,Python,.py,151,4675,3,True
scikit-learn,sklearn/callback/_base.py,Python,.py,139,4467,1,True
scikit-learn,sklearn/callback/_callback_context.py,Python,.py,568,22735,5,True
scikit-learn,sklearn/callback/_callback_support.py,Python,.py,211,7814,2,True
scikit-learn,sklearn/callback/_progressbar.py,Python,.py,311,12118,4,True
scikit-learn,sklearn/callback/_scoring_monitor.py,Python,.py,299,11855,3,True
scikit-learn,sklearn/callback/_transport.py,Python,.py,185,7884,2,True
scikit-learn,sklearn/callback/__init__.py,Python,.py,24,785,1,True
scikit-learn,sklearn/cluster/_affinity_propagation.py,Python,.py,607,21359,0,False
scikit-learn,sklearn/cluster/_agglomerative.py,Python,.py,1334,50825,2,True
scikit-learn,sklearn/cluster/_bicluster.py,Python,.py,622,22756,0,False
scikit-learn,sklearn/cluster/_birch.py,Python,.py,730,26792,0,False
scikit-learn,sklearn/cluster/_bisect_k_means.py,Python,.py,545,20153,0,False
scikit-learn,sklearn/cluster/_dbscan.py,Python,.py,514,21247,1,True
scikit-learn,sklearn/cluster/_dbscan_inner.pyx,Cython,.pyx,41,1365,1,True
scikit-learn,sklearn/cluster/_feature_agglomeration.py,Python,.py,76,2515,0,False
scikit-learn,sklearn/cluster/_hierarchical_fast.pxd,Cython,.pxd,9,260,0,False
scikit-learn,sklearn/cluster/_hierarchical_fast.pyx,Cython,.pyx,507,16450,0,False
scikit-learn,sklearn/cluster/_kmeans.py,Python,.py,2320,84851,1,True
scikit-learn,sklearn/cluster/_k_means_common.pxd,Cython,.pxd,48,935,0,False
scikit-learn,sklearn/cluster/_k_means_common.pyx,Cython,.pyx,328,10540,1,True
scikit-learn,sklearn/cluster/_k_means_elkan.pyx,Cython,.pyx,686,28991,0,False
scikit-learn,sklearn/cluster/_k_means_lloyd.pyx,Cython,.pyx,420,17000,0,False
scikit-learn,sklearn/cluster/_k_means_minibatch.pyx,Cython,.pyx,218,8374,0,False
scikit-learn,sklearn/cluster/_mean_shift.py,Python,.py,579,20908,1,True
scikit-learn,sklearn/cluster/_optics.py,Python,.py,1202,46188,0,False
scikit-learn,sklearn/cluster/_spectral.py,Python,.py,806,31820,2,True
scikit-learn,sklearn/cluster/__init__.py,Python,.py,64,1739,0,False
scikit-learn,sklearn/compose/_column_transformer.py,Python,.py,1521,62043,3,True
scikit-learn,sklearn/compose/_target.py,Python,.py,414,15663,3,True
scikit-learn,sklearn/compose/__init__.py,Python,.py,23,684,0,False
scikit-learn,sklearn/covariance/_elliptic_envelope.py,Python,.py,266,9363,0,False
scikit-learn,sklearn/covariance/_empirical_covariance.py,Python,.py,409,14381,2,True
scikit-learn,sklearn/covariance/_graph_lasso.py,Python,.py,1150,41944,2,True
scikit-learn,sklearn/covariance/_robust_covariance.py,Python,.py,925,37354,0,False
scikit-learn,sklearn/covariance/_shrunk_covariance.py,Python,.py,855,30225,3,True
scikit-learn,sklearn/covariance/__init__.py,Python,.py,50,1328,0,False
scikit-learn,sklearn/cross_decomposition/_pls.py,Python,.py,1097,38106,0,False
scikit-learn,sklearn/cross_decomposition/__init__.py,Python,.py,8,279,0,False
scikit-learn,sklearn/datasets/_arff_parser.py,Python,.py,544,19813,2,True
scikit-learn,sklearn/datasets/_base.py,Python,.py,1649,55775,5,True
scikit-learn,sklearn/datasets/_california_housing.py,Python,.py,246,7483,0,False
scikit-learn,sklearn/datasets/_covtype.py,Python,.py,252,8370,0,False
scikit-learn,sklearn/datasets/_kddcup99.py,Python,.py,426,14291,1,True
scikit-learn,sklearn/datasets/_lfw.py,Python,.py,654,23335,2,True
scikit-learn,sklearn/datasets/_olivetti_faces.py,Python,.py,187,6259,1,True
scikit-learn,sklearn/datasets/_openml.py,Python,.py,1190,44210,3,True
scikit-learn,sklearn/datasets/_rcv1.py,Python,.py,341,12396,0,False
scikit-learn,sklearn/datasets/_samples_generator.py,Python,.py,2390,79603,0,False
scikit-learn,sklearn/datasets/_species_distributions.py,Python,.py,287,9669,0,False
scikit-learn,sklearn/datasets/_svmlight_format_fast.pyx,Cython,.pyx,251,7404,0,False
scikit-learn,sklearn/datasets/_svmlight_format_io.py,Python,.py,591,21560,0,False
scikit-learn,sklearn/datasets/_twenty_newsgroups.py,Python,.py,625,21492,0,False
scikit-learn,sklearn/datasets/__init__.py,Python,.py,169,5560,0,False
scikit-learn,sklearn/decomposition/_base.py,Python,.py,219,7702,2,True
scikit-learn,sklearn/decomposition/_cdnmf_fast.pyx,Cython,.pyx,38,1166,0,False
scikit-learn,sklearn/decomposition/_dict_learning.py,Python,.py,2341,81034,0,False
scikit-learn,sklearn/decomposition/_factor_analysis.py,Python,.py,457,15738,0,False
scikit-learn,sklearn/decomposition/_fastica.py,Python,.py,812,27380,0,False
scikit-learn,sklearn/decomposition/_incremental_pca.py,Python,.py,423,16756,0,False
scikit-learn,sklearn/decomposition/_kernel_pca.py,Python,.py,579,23230,0,False
scikit-learn,sklearn/decomposition/_lda.py,Python,.py,956,35171,0,False
scikit-learn,sklearn/decomposition/_nmf.py,Python,.py,2404,84039,2,True
scikit-learn,sklearn/decomposition/_online_lda_fast.pyx,Cython,.pyx,110,2958,0,False
scikit-learn,sklearn/decomposition/_pca.py,Python,.py,834,34244,2,True
scikit-learn,sklearn/decomposition/_sparse_pca.py,Python,.py,551,18537,0,False
scikit-learn,sklearn/decomposition/_truncated_svd.py,Python,.py,322,12070,0,False
scikit-learn,sklearn/decomposition/__init__.py,Python,.py,50,1574,0,False
scikit-learn,sklearn/ensemble/_bagging.py,Python,.py,1480,54384,2,True
scikit-learn,sklearn/ensemble/_base.py,Python,.py,313,10917,0,False
scikit-learn,sklearn/ensemble/_bootstrap.py,Python,.py,69,2658,0,False
scikit-learn,sklearn/ensemble/_forest.py,Python,.py,3093,122995,4,True
scikit-learn,sklearn/ensemble/_gb.py,Python,.py,2191,88598,4,True
scikit-learn,sklearn/ensemble/_gradient_boosting.pyx,Cython,.pyx,262,8849,1,True
scikit-learn,sklearn/ensemble/_iforest.py,Python,.py,680,25197,1,True
scikit-learn,sklearn/ensemble/_stacking.py,Python,.py,1145,44649,1,True
scikit-learn,sklearn/ensemble/_voting.py,Python,.py,738,25960,3,True
scikit-learn,sklearn/ensemble/_weight_boosting.py,Python,.py,1130,40870,1,True
scikit-learn,sklearn/ensemble/__init__.py,Python,.py,45,1563,0,False
scikit-learn,sklearn/experimental/enable_halving_search_cv.py,Python,.py,35,1338,1,True
scikit-learn,sklearn/experimental/enable_hist_gradient_boosting.py,Python,.py,24,852,1,True
scikit-learn,sklearn/experimental/enable_iterative_imputer.py,Python,.py,23,779,1,True
scikit-learn,sklearn/experimental/__init__.py,Python,.py,10,315,0,False
scikit-learn,sklearn/externals/conftest.py,Python,.py,6,318,0,False
scikit-learn,sklearn/externals/_arff.py,Python,.py,1107,39476,1,True
scikit-learn,sklearn/externals/_array_api_compat_vendor.py,Python,.py,5,203,0,False
scikit-learn,sklearn/externals/__init__.py,Python,.py,5,47,0,False
scikit-learn,sklearn/feature_extraction/image.py,Python,.py,692,24372,0,False
scikit-learn,sklearn/feature_extraction/text.py,Python,.py,2142,79590,0,False
scikit-learn,sklearn/feature_extraction/_dict_vectorizer.py,Python,.py,457,16522,0,False
scikit-learn,sklearn/feature_extraction/_hash.py,Python,.py,208,8117,0,False
scikit-learn,sklearn/feature_extraction/_hashing_fast.pyx,Cython,.pyx,89,3134,0,False
scikit-learn,sklearn/feature_extraction/_stop_words.py,Python,.py,328,6053,0,False
scikit-learn,sklearn/feature_extraction/__init__.py,Python,.py,18,517,0,False
scikit-learn,sklearn/feature_selection/_base.py,Python,.py,275,10074,1,True
scikit-learn,sklearn/feature_selection/_from_model.py,Python,.py,519,19603,0,False
scikit-learn,sklearn/feature_selection/_mutual_info.py,Python,.py,580,20596,0,False
scikit-learn,sklearn/feature_selection/_rfe.py,Python,.py,1018,38193,1,True
scikit-learn,sklearn/feature_selection/_sequential.py,Python,.py,369,14343,1,True
scikit-learn,sklearn/feature_selection/_univariate_selection.py,Python,.py,1171,41967,0,False
scikit-learn,sklearn/feature_selection/_variance_threshold.py,Python,.py,141,4829,0,False
scikit-learn,sklearn/feature_selection/__init__.py,Python,.py,53,1369,0,False
scikit-learn,sklearn/frozen/_frozen.py,Python,.py,166,5153,1,True
scikit-learn,sklearn/frozen/__init__.py,Python,.py,6,168,0,False
scikit-learn,sklearn/gaussian_process/kernels.py,Python,.py,2413,87724,0,False
scikit-learn,sklearn/gaussian_process/_gpc.py,Python,.py,973,40360,0,False
scikit-learn,sklearn/gaussian_process/_gpr.py,Python,.py,679,28960,1,True
scikit-learn,sklearn/gaussian_process/__init__.py,Python,.py,10,411,0,False
scikit-learn,sklearn/impute/_base.py,Python,.py,1149,44039,1,True
scikit-learn,sklearn/impute/_iterative.py,Python,.py,995,39450,1,True
scikit-learn,sklearn/impute/_knn.py,Python,.py,411,15378,0,False
scikit-learn,sklearn/impute/__init__.py,Python,.py,10,386,1,True
scikit-learn,sklearn/inspection/_partial_dependence.py,Python,.py,773,34040,0,False
scikit-learn,sklearn/inspection/_pd_utils.py,Python,.py,68,2286,0,False
scikit-learn,sklearn/inspection/_permutation_importance.py,Python,.py,313,11745,1,True
scikit-learn,sklearn/inspection/__init__.py,Python,.py,16,573,0,False
scikit-learn,sklearn/linear_model/_base.py,Python,.py,928,31976,4,True
scikit-learn,sklearn/linear_model/_bayes.py,Python,.py,826,29891,1,True
scikit-learn,sklearn/linear_model/_cd_fast.pyx,Cython,.pyx,2164,77892,5,True
scikit-learn,sklearn/linear_model/_coordinate_descent.py,Python,.py,3456,124167,7,True
scikit-learn,sklearn/linear_model/_huber.py,Python,.py,363,13115,0,False
scikit-learn,sklearn/linear_model/_least_angle.py,Python,.py,2352,85432,2,True
scikit-learn,sklearn/linear_model/_linear_loss.py,Python,.py,962,40920,4,True
scikit-learn,sklearn/linear_model/_logistic.py,Python,.py,2685,107260,15,True
